title,description,url,clean_text
Verify Interactive G+ Candidate Report,,https://www.shl.com/products/product-catalog/view/verify-interactive-g-candidate-report/,verify interactive g candidate report 
Account Manager Solution,,https://www.shl.com/products/product-catalog/view/account-manager-solution/,account manager solution 
Front Office Management (New),,https://www.shl.com/products/product-catalog/view/front-office-management-new/,front office management new 
Automotive Engineering (New),,https://www.shl.com/products/product-catalog/view/automotive-engineering-new/,automotive engineering new 
Automata Data Science (New),,https://www.shl.com/products/product-catalog/view/automata-data-science-new/,automata data science new 
OPQ Leadership Report,,https://www.shl.com/products/product-catalog/view/opq-leadership-report/,opq leadership report 
RemoteWorkQ,,https://www.shl.com/products/product-catalog/view/remoteworkq/,remoteworkq 
C++ Programming (New),,https://www.shl.com/products/product-catalog/view/c-programming-new-4122/,c programming new 
SQL Server Integration Services (SSIS) (New),,https://www.shl.com/products/product-catalog/view/sql-server-integration-services-ssis-new/,sql server integration services ssis new 
Housekeeping (New),,https://www.shl.com/products/product-catalog/view/housekeeping-new/,housekeeping new 
Search Engine Optimization (New),,https://www.shl.com/products/product-catalog/view/search-engine-optimization-new/,search engine optimization new 
PJM Selection Report,,https://www.shl.com/products/product-catalog/view/pjm-selection-report/,pjm selection report 
OPQ Manager Plus Report 2.0,,https://www.shl.com/products/product-catalog/view/opq-manager-plus-report-2-0/,opq manager plus report 20 
Sales Interview Guide,,https://www.shl.com/products/product-catalog/view/sales-interview-guide/,sales interview guide 
Customer Service Phone Solution,,https://www.shl.com/products/product-catalog/view/customer-service-phone-solution/,customer service phone solution 
SAP SD (Sales and Distribution) (New),,https://www.shl.com/products/product-catalog/view/sap-sd-sales-and-distribution-new/,sap sd sales and distribution new 
R Programming (New),,https://www.shl.com/products/product-catalog/view/r-programming-new/,r programming new 
WriteX - Email Writing (Managerial) (New),,https://www.shl.com/products/product-catalog/view/writex-email-writing-managerial-new/,writex  email writing managerial new 
Medical Terminology (New),,https://www.shl.com/products/product-catalog/view/medical-terminology-new/,medical terminology new 
Enterprise Java Beans (New),,https://www.shl.com/products/product-catalog/view/enterprise-java-beans-new/,enterprise java beans new 
Java Frameworks (New),,https://www.shl.com/products/product-catalog/view/java-frameworks-new/,java frameworks new 
Ceramic Engineering (New),,https://www.shl.com/products/product-catalog/view/ceramic-engineering-new/,ceramic engineering new 
RESTful Web Services (New),,https://www.shl.com/products/product-catalog/view/restful-web-services-new/,restful web services new 
MS Access (New),,https://www.shl.com/products/product-catalog/view/ms-access-new/,ms access new 
Electronics and Semiconductor Engineering (New),,https://www.shl.com/products/product-catalog/view/electronics-and-semiconductor-engineering-new/,electronics and semiconductor engineering new 
Swing (New),,https://www.shl.com/products/product-catalog/view/swing-new/,swing new 
SHL Verify Interactive – Numerical Reasoning,,https://www.shl.com/products/product-catalog/view/shl-verify-interactive-numerical-reasoning/,shl verify interactive  numerical reasoning 
Apache Pig (New),,https://www.shl.com/products/product-catalog/view/apache-pig-new/,apache pig new 
Digital Readiness Development Report - Manager,,https://www.shl.com/products/product-catalog/view/digital-readiness-development-report-manager/,digital readiness development report  manager 
SVAR - Spoken Spanish (Castilian) (New),,https://www.shl.com/products/product-catalog/view/svar-spoken-spanish-castilian-new/,svar  spoken spanish castilian new 
WriteX - Email Writing (Customer Service) (New),,https://www.shl.com/products/product-catalog/view/writex-email-writing-customer-service-new/,writex  email writing customer service new 
Digital Readiness Development Report - IC,,https://www.shl.com/products/product-catalog/view/digital-readiness-development-report/,digital readiness development report  ic 
HiPo Assessment Report 1.0,,https://www.shl.com/products/product-catalog/view/hipo-assessment-report-1-0/,hipo assessment report 10 
Microsoft SQL Server 2014 Programming,,https://www.shl.com/products/product-catalog/view/microsoft-sql-server-2014-programming/,microsoft sql server 2014 programming 
Fundamentals of Chemistry (New),,https://www.shl.com/products/product-catalog/view/fundamentals-of-chemistry-new/,fundamentals of chemistry new 
Prism (New),,https://www.shl.com/products/product-catalog/view/prism-new/,prism new 
Business Communication (adaptive),,https://www.shl.com/products/product-catalog/view/business-communication-adaptive/,business communication adaptive 
ETL Testing (New),,https://www.shl.com/products/product-catalog/view/etl-testing-new/,etl testing new 
Basic Biology (New),,https://www.shl.com/products/product-catalog/view/basic-biology-new/,basic biology new 
.NET WCF (New),,https://www.shl.com/products/product-catalog/view/net-wcf-new/,net wcf new 
MongoDB (New),,https://www.shl.com/products/product-catalog/view/mongodb-new/,mongodb new 
Maven (New),,https://www.shl.com/products/product-catalog/view/maven-new/,maven new 
Reviewing Forms - US (R1),,https://www.shl.com/products/product-catalog/view/reviewing-forms-us-r1/,reviewing forms  us r1 
Visual Comparison - US,,https://www.shl.com/products/product-catalog/view/visual-comparison-us/,visual comparison  us 
Verify - Verbal Ability - Next Generation,,https://www.shl.com/products/product-catalog/view/verify-verbal-ability-next-generation/,verify  verbal ability  next generation 
Global Skills Assessment,,https://www.shl.com/products/product-catalog/view/global-skills-assessment/,global skills assessment 
Reading Comprehension - Spanish v1,,https://www.shl.com/products/product-catalog/view/reading-comprehension-spanish-v1/,reading comprehension  spanish v1 
Pediatrics (New),,https://www.shl.com/products/product-catalog/view/pediatrics-new/,pediatrics new 
WriteX - Email Writing (Sales) (New),,https://www.shl.com/products/product-catalog/view/writex-email-writing-sales-new/,writex  email writing sales new 
Data Entry Ten Key Split Screen,,https://www.shl.com/products/product-catalog/view/data-entry-ten-key-split-screen/,data entry ten key split screen 
Manufacturing & Industrial - Essential Focus 8.0,,https://www.shl.com/products/product-catalog/view/essential-focus-8-0/,manufacturing  industrial  essential focus 80 
MFS 360 UCF Performance Potential Dev Tips Report,,https://www.shl.com/products/product-catalog/view/mfs-360-ucf-performance-potential-dev-tips-report/,mfs 360 ucf performance potential dev tips report 
Occupational Personality Questionnaire OPQ32r,,https://www.shl.com/products/product-catalog/view/occupational-personality-questionnaire-opq32r/,occupational personality questionnaire opq32r 
Pharmaceutics (New),,https://www.shl.com/products/product-catalog/view/pharmaceutics-new/,pharmaceutics new 
ReactJS (New),,https://www.shl.com/products/product-catalog/view/reactjs-new/,reactjs new 
C# Programming (New),,https://www.shl.com/products/product-catalog/view/c-programming-new-4039/,c programming new 
Perl (New),,https://www.shl.com/products/product-catalog/view/perl-new/,perl new 
Desktop Support (New),,https://www.shl.com/products/product-catalog/view/desktop-support-new/,desktop support new 
Sales & Service Phone Simulation,,https://www.shl.com/products/product-catalog/view/sales-and-service-phone-simulation/,sales  service phone simulation 
Microsoft Dynamics Development (New),,https://www.shl.com/products/product-catalog/view/microsoft-dynamics-development-new/,microsoft dynamics development new 
Verify - Deductive Reasoning,,https://www.shl.com/products/product-catalog/view/verify-deductive-reasoning/,verify  deductive reasoning 
MS PowerPoint (New),,https://www.shl.com/products/product-catalog/view/ms-powerpoint-new/,ms powerpoint new 
Accounts Payable (New),,https://www.shl.com/products/product-catalog/view/accounts-payable-new/,accounts payable new 
Entry Level Cashier Solution,,https://www.shl.com/products/product-catalog/view/entry-level-cashier-solution/,entry level cashier solution 
Reading Comprehension v2,,https://www.shl.com/products/product-catalog/view/reading-comprehension-v2/,reading comprehension v2 
HIPAA (Security),,https://www.shl.com/products/product-catalog/view/hipaa-security/,hipaa security 
Load Runner (New),,https://www.shl.com/products/product-catalog/view/load-runner-new/,load runner new 
OPQ Team Impact Individual Development Report,,https://www.shl.com/products/product-catalog/view/opq-team-impact-individual-development-report/,opq team impact individual development report 
Polymer Engineering (New),,https://www.shl.com/products/product-catalog/view/polymer-engineering-new/,polymer engineering new 
Split Screen Typing Test - Form 1,,https://www.shl.com/products/product-catalog/view/split-screen-typing-test-form-1/,split screen typing test  form 1 
Linux Administration (New),,https://www.shl.com/products/product-catalog/view/linux-administration-new/,linux administration new 
Industrial Engineering (New),,https://www.shl.com/products/product-catalog/view/industrial-engineering-new/,industrial engineering new 
Management Scenarios,,https://www.shl.com/products/product-catalog/view/management-scenarios/,management scenarios 
Ruby on Rails (New),,https://www.shl.com/products/product-catalog/view/ruby-on-rails-new/,ruby on rails new 
Universal Competency Framework Interview Guide,,https://www.shl.com/products/product-catalog/view/universal-competency-framework-interview-guide/,universal competency framework interview guide 
Mining Engineering (New),,https://www.shl.com/products/product-catalog/view/mining-engineering-new/,mining engineering new 
Java Platform Enterprise Edition 7 (Java EE 7),,https://www.shl.com/products/product-catalog/view/java-platform-enterprise-edition-7-java-ee-7/,java platform enterprise edition 7 java ee 7 
Power Electronics and Drives (New),,https://www.shl.com/products/product-catalog/view/power-electronics-and-drives-new/,power electronics and drives new 
Verify Interactive Ability Report,,https://www.shl.com/products/product-catalog/view/verify-interactive-ability-report/,verify interactive ability report 
Android Development (New),,https://www.shl.com/products/product-catalog/view/android-development-new/,android development new 
Civil Engineering (New),,https://www.shl.com/products/product-catalog/view/civil-engineering-new/,civil engineering new 
Bank Operations Supervisor - Short Form,,https://www.shl.com/products/product-catalog/view/bank-operations-supervisor-short-form/,bank operations supervisor  short form 
SAP HCM (Human Capital Management) (New),,https://www.shl.com/products/product-catalog/view/sap-hcm-human-capital-management-new/,sap hcm human capital management new 
Sales Transformation Report 2.0 - Sales Manager,,https://www.shl.com/products/product-catalog/view/sales-transformation-report-2-0-sales-manager/,sales transformation report 20  sales manager 
VB.NET (New),,https://www.shl.com/products/product-catalog/view/vb-net-new/,vbnet new 
Food Science (New),,https://www.shl.com/products/product-catalog/view/food-science-new/,food science new 
UNIX (New),,https://www.shl.com/products/product-catalog/view/unix-new/,unix new 
Proofreading v1,,https://www.shl.com/products/product-catalog/view/proofreading-v1/,proofreading v1 
Business Communications,,https://www.shl.com/products/product-catalog/view/business-communications/,business communications 
Microsoft Word 365 - Essentials (New),,https://www.shl.com/products/product-catalog/view/microsoft-word-365-essentials-new/,microsoft word 365  essentials new 
IBM DataStage (New),,https://www.shl.com/products/product-catalog/view/ibm-datastage-new/,ibm datastage new 
SHL Verify Interactive G+,,https://www.shl.com/products/product-catalog/view/shl-verify-interactive-g/,shl verify interactive g 
ADO.NET (New),,https://www.shl.com/products/product-catalog/view/ado-net-new/,adonet new 
Multitasking Ability,,https://www.shl.com/products/product-catalog/view/multitasking-ability/,multitasking ability 
Chemical Engineering (New),,https://www.shl.com/products/product-catalog/view/chemical-engineering-new/,chemical engineering new 
Social Media (New),,https://www.shl.com/products/product-catalog/view/social-media-new/,social media new 
Smart Interview On Demand,,https://www.shl.com/products/product-catalog/view/smart-interview-on-demand/,smart interview on demand 
Mobility (New),,https://www.shl.com/products/product-catalog/view/mobility-new/,mobility new 
Sales Profiler Cards,,https://www.shl.com/products/product-catalog/view/sales-profiler-cards/,sales profiler cards 
SHL Verify Interactive - Inductive Reasoning,,https://www.shl.com/products/product-catalog/view/shl-verify-interactive-inductive-reasoning/,shl verify interactive  inductive reasoning 
Electrical Engineering (New),,https://www.shl.com/products/product-catalog/view/electrical-engineering-new/,electrical engineering new 
Graduate Scenarios Narrative Report,,https://www.shl.com/products/product-catalog/view/graduate-scenarios-narrative-report/,graduate scenarios narrative report 
Teradata Development (New),,https://www.shl.com/products/product-catalog/view/teradata-development-new/,teradata development new 
Motivation Questionnaire MQM5,,https://www.shl.com/products/product-catalog/view/motivation-questionnaire-mqm5/,motivation questionnaire mqm5 
HTML/CSS (New),,https://www.shl.com/products/product-catalog/view/htmlcss-new/,htmlcss new 
Sales Transformation 1.0 - Individual Contributor,,https://www.shl.com/products/product-catalog/view/sales-transformation-report-individual-contributor/,sales transformation 10  individual contributor 
OPQ Team Impact Selection Report,,https://www.shl.com/products/product-catalog/view/opq-team-impact-selection-report/,opq team impact selection report 
Metallurgical Engineering (New),,https://www.shl.com/products/product-catalog/view/metallurgical-engineering-new/,metallurgical engineering new 
504 Gateway Timeout ERROR,,https://www.shl.com/products/product-catalog/view/opq-maximising-your-learning-report/,504 gateway timeout error 
Mechatronics Engineering (New),,https://www.shl.com/products/product-catalog/view/mechatronics-engineering-new/,mechatronics engineering new 
Spelling (U.S.) (New),,https://www.shl.com/products/product-catalog/view/spelling-u-s-new/,spelling us new 
OPQ Manager Plus Report,,https://www.shl.com/products/product-catalog/view/opq-manager-plus-report/,opq manager plus report 
Verify - Technical Checking - Next Generation,,https://www.shl.com/products/product-catalog/view/verify-technical-checking-next-generation/,verify  technical checking  next generation 
Basic Statistics (New),,https://www.shl.com/products/product-catalog/view/basic-statistics-new/,basic statistics new 
OPQ Profile Report,,https://www.shl.com/products/product-catalog/view/opq-profile-report/,opq profile report 
Accounts Payable Simulation (New),,https://www.shl.com/products/product-catalog/view/accounts-payable-simulation-new/,accounts payable simulation new 
SQL Server (New),,https://www.shl.com/products/product-catalog/view/sql-server-new/,sql server new 
SAP ABAP (Intermediate Level) (New),,https://www.shl.com/products/product-catalog/view/sap-abap-intermediate-level-new/,sap abap intermediate level new 
Customer Service Phone Simulation,,https://www.shl.com/products/product-catalog/view/customer-service-phone-simulation/,customer service phone simulation 
SHL Verify Interactive Numerical Calculation,,https://www.shl.com/products/product-catalog/view/shl-verify-interactive-numerical-calculation/,shl verify interactive numerical calculation 
Struts (New),,https://www.shl.com/products/product-catalog/view/struts-new/,struts new 
Retail Sales and Service Simulation,,https://www.shl.com/products/product-catalog/view/retail-sales-and-service-simulation/,retail sales and service simulation 
Pharmaceutical Chemistry (New),,https://www.shl.com/products/product-catalog/view/pharmaceutical-chemistry-new/,pharmaceutical chemistry new 
Telecommunications Engineering (New),,https://www.shl.com/products/product-catalog/view/telecommunications-engineering-new/,telecommunications engineering new 
Job Control Language (New),,https://www.shl.com/products/product-catalog/view/job-control-language-new/,job control language new 
SVAR - Spoken English (U.K.),,https://www.shl.com/products/product-catalog/view/svar-spoken-english-u-k/,svar  spoken english uk 
OPQ Universal Competency Report 2.0,,https://www.shl.com/products/product-catalog/view/opq-universal-competency-report-2-0/,opq universal competency report 20 
SQL (New),,https://www.shl.com/products/product-catalog/view/sql-new/,sql new 
Food and Beverage Services (New),,https://www.shl.com/products/product-catalog/view/food-and-beverage-services-new/,food and beverage services new 
SAP Materials Management (New),,https://www.shl.com/products/product-catalog/view/sap-materials-management-new/,sap materials management new 
Written Spanish,,https://www.shl.com/products/product-catalog/view/written-spanish/,written spanish 
Data Entry (New),,https://www.shl.com/products/product-catalog/view/data-entry-new/,data entry new 
Drupal (New),,https://www.shl.com/products/product-catalog/view/drupal-new/,drupal new 
Electronics & Telecommunications Engineering (New),,https://www.shl.com/products/product-catalog/view/electronics-and-telecommunications-engineering-new/,electronics  telecommunications engineering new 
Fire Engineering (New),,https://www.shl.com/products/product-catalog/view/fire-engineering-new/,fire engineering new 
Microsoft Outlook 2013 (adaptive),,https://www.shl.com/products/product-catalog/view/microsoft-outlook-2013-adaptive/,microsoft outlook 2013 adaptive 
iOS Development (New),,https://www.shl.com/products/product-catalog/view/ios-development-new/,ios development new 
Visual Basic for Applications (New),,https://www.shl.com/products/product-catalog/view/visual-basic-for-applications-new/,visual basic for applications new 
Fundamentals of Physics (New),,https://www.shl.com/products/product-catalog/view/fundamentals-of-physics-new/,fundamentals of physics new 
A Different Kind of Talent Intelligence,,https://www.shl.com/products/product-catalog/view/verify-numerical-ability/,a different kind of talent intelligence 
SAP ABAP (Advanced Level) (New),,https://www.shl.com/products/product-catalog/view/sap-abap-advanced-level-new/,sap abap advanced level new 
Mineral Engineering (New),,https://www.shl.com/products/product-catalog/view/mineral-engineering-new/,mineral engineering new 
Apprentice + 8.0 Job Focused Assessment,,https://www.shl.com/products/product-catalog/view/apprentice-8-0-job-focused-assessment-4261/,apprentice  80 job focused assessment 
Global Skills Development Report,,https://www.shl.com/products/product-catalog/view/global-skills-development-report/,global skills development report 
Instrumentation Engineering (New),,https://www.shl.com/products/product-catalog/view/instrumentation-engineering-new/,instrumentation engineering new 
SonarQube (New),,https://www.shl.com/products/product-catalog/view/sonarqube-new/,sonarqube new 
Executive Scenarios Profile Report,,https://www.shl.com/products/product-catalog/view/executive-scenarios-profile-report/,executive scenarios profile report 
Java Design Patterns (New),,https://www.shl.com/products/product-catalog/view/java-design-patterns-new/,java design patterns new 
Linux Operating System,,https://www.shl.com/products/product-catalog/view/linux-operating-system/,linux operating system 
Smart Interview Live Coding,,https://www.shl.com/products/product-catalog/view/smart-interview-live-coding/,smart interview live coding 
BizTalk (New),,https://www.shl.com/products/product-catalog/view/biztalk-new/,biztalk new 
Automata - Fix (New),,https://www.shl.com/products/product-catalog/view/automata-fix-new/,automata  fix new 
Cyber Risk (New),,https://www.shl.com/products/product-catalog/view/cyber-risk-new/,cyber risk new 
Automata Data Science Pro (New),,https://www.shl.com/products/product-catalog/view/automata-data-science-pro-new/,automata data science pro new 
Cisco AppDynamics (New),,https://www.shl.com/products/product-catalog/view/cisco-appdynamics-new/,cisco appdynamics new 
Biochemistry (New),,https://www.shl.com/products/product-catalog/view/biochemistry-new/,biochemistry new 
Universal Competency Framework Profiler Cards (44),,https://www.shl.com/products/product-catalog/view/universal-competency-framework-profiler-cards-44/,universal competency framework profiler cards 44 
Programming Concepts,,https://www.shl.com/products/product-catalog/view/programming-concepts/,programming concepts 
Java 8 (New),,https://www.shl.com/products/product-catalog/view/java-8-new/,java 8 new 
360 Digital Report,,https://www.shl.com/products/product-catalog/view/360-digital-report/,360 digital report 
Spring (New),,https://www.shl.com/products/product-catalog/view/spring-new/,spring new 
SAP Business Objects WebI (New),,https://www.shl.com/products/product-catalog/view/sap-business-objects-webi-new/,sap business objects webi new 
Molecular Biology (New),,https://www.shl.com/products/product-catalog/view/molecular-biology-new/,molecular biology new 
Filing - Names (R1),,https://www.shl.com/products/product-catalog/view/filing-names-r1/,filing  names r1 
Angular 6 (New),,https://www.shl.com/products/product-catalog/view/angular-6-new/,angular 6 new 
ASP.NET 4.5,,https://www.shl.com/products/product-catalog/view/asp-net-4-5/,aspnet 45 
HiPo Assessment Report 2.0,,https://www.shl.com/products/product-catalog/view/hipo-assessment-report-2-0/,hipo assessment report 20 
Oracle PL/SQL (New),,https://www.shl.com/products/product-catalog/view/oracle-plsql-new/,oracle plsql new 
Pharmacology (New),,https://www.shl.com/products/product-catalog/view/pharmacology-new/,pharmacology new 
Interviewing and Hiring Concepts (U.S.),,https://www.shl.com/products/product-catalog/view/interviewing-and-hiring-concepts-u-s/,interviewing and hiring concepts us 
Docker (New),,https://www.shl.com/products/product-catalog/view/docker-new/,docker new 
Power System Engineering (New),,https://www.shl.com/products/product-catalog/view/power-system-engineering-new/,power system engineering new 
ITIL (IT Infrastructure Library) (New),,https://www.shl.com/products/product-catalog/view/itil-it-infrastructure-library-new/,itil it infrastructure library new 
CSS3 (New),,https://www.shl.com/products/product-catalog/view/css3-new/,css3 new 
Typing (New),,https://www.shl.com/products/product-catalog/view/typing-new/,typing new 
Entry Level Customer Service (General) Solution,,https://www.shl.com/products/product-catalog/view/entry-level-customer-service-general-solution/,entry level customer service general solution 
SVAR - Spoken English (Indian Accent) (New),,https://www.shl.com/products/product-catalog/view/svar-spoken-english-indian-accent-new/,svar  spoken english indian accent new 
Verify - General Ability Screen,,https://www.shl.com/products/product-catalog/view/verify-general-ability-screen/,verify  general ability screen 
Microsoft Word 365 (New),,https://www.shl.com/products/product-catalog/view/microsoft-word-365-new/,microsoft word 365 new 
Kubernetes (New),,https://www.shl.com/products/product-catalog/view/kubernetes-new/,kubernetes new 
General Diseases (New),,https://www.shl.com/products/product-catalog/view/general-diseases-new/,general diseases new 
Pega Development (New),,https://www.shl.com/products/product-catalog/view/pega-development-new/,pega development new 
Automata (New),,https://www.shl.com/products/product-catalog/view/automata-new/,automata new 
Shell Scripting (New),,https://www.shl.com/products/product-catalog/view/shell-scripting-new/,shell scripting new 
Digital Advertising (New),,https://www.shl.com/products/product-catalog/view/digital-advertising-new/,digital advertising new 
Project Management (2013),,https://www.shl.com/products/product-catalog/view/project-management-2013/,project management 2013 
MQ Profile,,https://www.shl.com/products/product-catalog/view/mq-profile/,mq profile 
VLSI and Embedded Systems (New),,https://www.shl.com/products/product-catalog/view/vlsi-and-embedded-systems-new/,vlsi and embedded systems new 
Human Resources (New),,https://www.shl.com/products/product-catalog/view/human-resources-new/,human resources new 
Amazon Web Services (AWS) Development (New),,https://www.shl.com/products/product-catalog/view/amazon-web-services-aws-development-new/,amazon web services aws development new 
Verify - Following Instructions,,https://www.shl.com/products/product-catalog/view/verify-following-instructions/,verify  following instructions 
Linux Programming (General),,https://www.shl.com/products/product-catalog/view/linux-programming-general/,linux programming general 
SQL Server Reporting Services (SSRS) (New),,https://www.shl.com/products/product-catalog/view/sql-server-reporting-services-ssrs-new/,sql server reporting services ssrs new 
Interpersonal Communications,,https://www.shl.com/products/product-catalog/view/interpersonal-communications/,interpersonal communications 
Visual Comparison - UK,,https://www.shl.com/products/product-catalog/view/visual-comparison-uk/,visual comparison  uk 
Apache Hadoop (New),,https://www.shl.com/products/product-catalog/view/apache-hadoop-new/,apache hadoop new 
OPQ Candidate Plus Report,,https://www.shl.com/products/product-catalog/view/opq-candidate-plus-report/,opq candidate plus report 
Workplace Health and Safety (New),,https://www.shl.com/products/product-catalog/view/workplace-health-and-safety-new/,workplace health and safety new 
OPQ User Report,,https://www.shl.com/products/product-catalog/view/opq-user-report/,opq user report 
